scores	parameters
-3.8309299468994142	'feature_selection__k': 50, 'feature_selection__score_func': <function mutual_info_regression at 0x7f4da1c444a0>, 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__early_stopping': True, 'model__hidden_layer_sizes': (100,), 'model__learning_rate': 'adaptive', 'model__learning_rate_init': 0.001, 'model__max_iter': 1000
-6.352275371551514	'feature_selection__k': 25, 'feature_selection__score_func': <function mutual_info_regression at 0x7f4da1c444a0>, 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__early_stopping': True, 'model__hidden_layer_sizes': (100,), 'model__learning_rate': 'adaptive', 'model__learning_rate_init': 0.001, 'model__max_iter': 1000
